name,geom,key,value
Hospital Municipal,"POLYGON ((-44.0602129 -19.936353, -44.0615433 -19.9378003, -44.0625142 -19.937054, -44.0612429 -19.9356017, -44.0609425 -19.9357176, -44.0602129 -19.936353))",amenity,hospital
Hospital Felício Rocho,"POLYGON ((-43.9576071 -19.9235924, -43.9564774 -19.9238675, -43.9561512 -19.9226836, -43.9566259 -19.922568, -43.9564684 -19.9219966, -43.9571235 -19.921837, -43.9576071 -19.9235924))",amenity,hospital
Instituto Dante Pazzanese de Cardiologia,"POLYGON ((-46.6511393 -23.5840269, -46.650587 -23.5837623, -46.6504887 -23.5837152, -46.6503535 -23.5838958, -46.650116 -23.5842128, -46.6502808 -23.5843141, -46.6501479 -23.5844653, -46.6504284 -23.585417, -46.6511591 -23.5852736, -46.6517826 -23.5852612, -46.6523944 -23.5854109, -46.6527983 -23.5854906, -46.6528628 -23.5852533, -46.6529493 -23.5848905, -46.6530024 -23.584546, -46.6529084 -23.584246, -46.6526038 -23.5838286, -46.6525384 -23.583739, -46.6524229 -23.5836543, -46.6523351 -23.5836318, -46.6522371 -23.5836919, -46.6516205 -23.5839365, -46.6515081 -23.5839229, -46.6511393 -23.5840269))",amenity,hospital
Hospital Universitário,"POLYGON ((-35.7807046 -9.558722899999999, -35.778539 -9.557613999999999, -35.7775402 -9.559525900000001, -35.7797784 -9.560636300000001, -35.7802357 -9.5597312, -35.7807046 -9.558722899999999))",amenity,hospital
Hospital Municipal Paulino Werneck,"POLYGON ((-43.1848798 -22.8107573, -43.1845447 -22.8105532, -43.1843372 -22.8107343, -43.1844343 -22.8108206, -43.1845568 -22.8107121, -43.1847061 -22.8108108, -43.1841831 -22.8109716, -43.1842175 -22.8110744, -43.1848686 -22.8108875, -43.1848798 -22.8107573))",amenity,hospital
Hospital Universitário Clementino Fraga Filho,"POLYGON ((-43.2369206 -22.8424217, -43.2377983 -22.8412255, -43.2379878 -22.8413435, -43.2376249 -22.8418382, -43.2387431 -22.8425348, -43.2385905 -22.8427429, -43.237463 -22.8420406, -43.2371011 -22.8425341, -43.2369206 -22.8424217))",amenity,hospital
Hospital Universitário de Brasília,"POLYGON ((-47.8750652 -15.7700469, -47.8745148 -15.7738091, -47.8721701 -15.773588, -47.8722106 -15.7724818, -47.8724134 -15.7712077, -47.8724745 -15.770955, -47.8727916 -15.7696435, -47.8750652 -15.7700469))",amenity,hospital
hopital san Dominico,"POLYGON ((-43.2017785 -22.9107529, -43.202281 -22.9108978, -43.2023675 -22.9106432, -43.201865 -22.9104984, -43.2017785 -22.9107529))",amenity,hospital
Hospital Universitário,"POLYGON ((-48.518705 -27.5973786, -48.5185952 -27.5972721, -48.5182919 -27.5975175, -48.5181497 -27.5973796, -48.5184405 -27.5971443, -48.5183372 -27.5970441, -48.5180426 -27.5972825, -48.5178851 -27.5971297, -48.5181758 -27.5968945, -48.517814 -27.5965434, -48.5176348 -27.5966884, -48.5173897 -27.5964506, -48.5171499 -27.5966448, -48.5172137 -27.5967067, -48.5170238 -27.5968604, -48.5172033 -27.5970346, -48.517141 -27.5970851, -48.5172667 -27.5972071, -48.5175579 -27.5969714, -48.5179453 -27.5973474, -48.5176482 -27.5975879, -48.5177526 -27.5976892, -48.5180414 -27.5974555, -48.5183 -27.5977064, -48.518705 -27.5973786))",amenity,hospital
Unidade Mista de Saúde - Hospital Dia,"POLYGON ((-47.908137 -15.8140833, -47.9079307 -15.8143557, -47.9075426 -15.8140835, -47.907749 -15.8138111, -47.908137 -15.8140833))",amenity,hospital
Hospital Regional de Rondonópolis,"POLYGON ((-54.6434291 -16.4573809, -54.6428448 -16.4579684, -54.6434971 -16.4585723, -54.6440984 -16.4580011, -54.6434291 -16.4573809))",amenity,hospital
Hospital Regional de Ceilândia,"POLYGON ((-48.0956614 -15.8141256, -48.0945364 -15.8162758, -48.0962687 -15.8168934, -48.0971948 -15.814931, -48.0956614 -15.8141256))",amenity,hospital
Hospital Nossa Senhora das Graças,"POLYGON ((-49.2903777 -25.4221532, -49.290651 -25.4220963, -49.2907581 -25.4225153, -49.2911071 -25.4224426, -49.2909976 -25.4220142, -49.2911411 -25.4219902, -49.2908774 -25.4208534, -49.2905131 -25.4209294, -49.2906312 -25.4213916, -49.290668 -25.4215354, -49.2907032 -25.4216733, -49.29057 -25.4217011, -49.2902778 -25.421762, -49.2903777 -25.4221532))",amenity,hospital
Santa Casa de Misericórdia de Santos,"POLYGON ((-46.3379962 -23.9433152, -46.3352067 -23.9436192, -46.3349814 -23.9436878, -46.335733 -23.9461907, -46.335843 -23.946475, -46.3359368 -23.9466148, -46.336087 -23.9467594, -46.3363794 -23.9469506, -46.336822 -23.9463329, -46.3369166 -23.9461988, -46.3381899 -23.9444183, -46.3379962 -23.9433152))",amenity,hospital
Hospital Beneficência Portuguesa,"POLYGON ((-46.3367409 -23.9502672, -46.334563 -23.9504731, -46.3343591 -23.9489337, -46.3365167 -23.9486307, -46.3367409 -23.9502672))",amenity,hospital
Prontocardio,"POLYGON ((-38.5047833 -3.7287562, -38.5057277 -3.7284377, -38.5058239 -3.7287217, -38.5057515 -3.7287461, -38.505227 -3.728923, -38.5051892 -3.7288113, -38.5048977 -3.7289096, -38.5048416 -3.7289284, -38.5047833 -3.7287562))",amenity,hospital
Clínica dos Acidentados,"POLYGON ((-40.3569465 -20.3179804, -40.356921 -20.3180077, -40.3567867 -20.3179139, -40.3566792 -20.3180412, -40.3566895 -20.3180501, -40.3568132 -20.3181395, -40.3567884 -20.3181713, -40.3571113 -20.3184082, -40.3571625 -20.3183446, -40.3571269 -20.3183178, -40.3571361 -20.3183087, -40.3571352 -20.3182996, -40.3571369 -20.3182906, -40.3571881 -20.3183309, -40.357186 -20.3183309, -40.3571942 -20.3183398, -40.3571835 -20.318349, -40.3572067 -20.3183668, -40.3572532 -20.3183123, -40.3572234 -20.3182899, -40.3572094 -20.3183081, -40.3571558 -20.3182679, -40.35716 -20.3182633, -40.3571734 -20.3182632, -40.3571853 -20.318245, -40.357222 -20.3182719, -40.3572709 -20.3182128, -40.3569465 -20.3179804))",amenity,hospital
Centro Municipal de Especialidades,"POLYGON ((-40.3539416 -20.3192542, -40.3538506 -20.3192575, -40.3538515 -20.319278, -40.3537949 -20.31928, -40.3537934 -20.3192437, -40.3538381 -20.3192421, -40.3538332 -20.319125, -40.3538105 -20.3191258, -40.3538072 -20.3190443, -40.3536632 -20.3190496, -40.3536701 -20.3192169, -40.3536748 -20.3193298, -40.3536785 -20.3194202, -40.3536858 -20.31942, -40.3536855 -20.3194122, -40.3537693 -20.3194092, -40.3537704 -20.3194365, -40.353861 -20.3194332, -40.3538599 -20.3194063, -40.3539401 -20.3194034, -40.3539402 -20.319407, -40.3539479 -20.3194067, -40.3539416 -20.3192542))",amenity,hospital
Maternidade Pró-Matre,"POLYGON ((-40.3223797 -20.3159686, -40.3223829 -20.3159727, -40.3224108 -20.3160092, -40.3223645 -20.3160403, -40.3223605 -20.316035, -40.3222473 -20.3161111, -40.322243 -20.3161055, -40.3222243 -20.3161181, -40.3222314 -20.3161275, -40.3220352 -20.3162593, -40.3219657 -20.3161684, -40.3221361 -20.3160539, -40.3221412 -20.3160607, -40.322169 -20.3160421, -40.3221657 -20.3160377, -40.322342 -20.3159192, -40.322362 -20.3159454, -40.3223797 -20.3159686))",amenity,hospital
Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo,"POLYGON ((-46.6736472 -23.5553391, -46.6732948 -23.5551253, -46.6726794 -23.5547519, -46.6722936 -23.5545178, -46.6720428 -23.5543656, -46.6717686 -23.5542117, -46.6715706 -23.5541286, -46.6713865 -23.5541048, -46.6711746 -23.5541583, -46.670677 -23.5543537, -46.6698825 -23.5546861, -46.6692542 -23.5549489, -46.669191 -23.5549753, -46.6664665 -23.5561582, -46.6662948 -23.556345, -46.6662948 -23.5565909, -46.6663592 -23.5568368, -46.6665523 -23.557004, -46.6669027 -23.5571921, -46.6672755 -23.5574392, -46.6682046 -23.5581546, -46.6714118 -23.559985, -46.6714417 -23.5599399, -46.6729451 -23.5576752, -46.6729021 -23.5575071, -46.6732246 -23.5574638, -46.6734925 -23.55705, -46.6735603 -23.5559872, -46.6736365 -23.5556017, -46.6736472 -23.5553391))",amenity,hospital
Maternidade Pró-Matre,"POLYGON ((-40.3223797 -20.3159686, -40.322362 -20.3159454, -40.3223728 -20.3159368, -40.3223371 -20.3158919, -40.3223457 -20.3158873, -40.3223345 -20.3158693, -40.32235 -20.3158602, -40.3223282 -20.3158287, -40.3223109 -20.3158063, -40.3222822 -20.3157703, -40.322267 -20.315784, -40.3222431 -20.3157481, -40.3222223 -20.3157618, -40.322199 -20.3157303, -40.3221888 -20.3157349, -40.3221665 -20.315708, -40.3221822 -20.3156943, -40.3221619 -20.3156628, -40.322158 -20.3156629, -40.3221468 -20.3156494, -40.3221477 -20.3156449, -40.3221343 -20.3156269, -40.3221123 -20.3156412, -40.3220976 -20.315622, -40.3221335 -20.3155953, -40.3220802 -20.3155234, -40.3220638 -20.315501, -40.3221677 -20.3154324, -40.3222343 -20.3155177, -40.3222584 -20.315504, -40.3222799 -20.3155309, -40.3222943 -20.3155444, -40.32227 -20.3155672, -40.3223699 -20.3156974, -40.3223895 -20.3156837, -40.3224231 -20.3157286, -40.3224038 -20.3157423, -40.3224104 -20.3157513, -40.3224559 -20.3157193, -40.322495 -20.3157687, -40.3224638 -20.3157961, -40.3224765 -20.315814, -40.3225152 -20.3157912, -40.3225524 -20.3158361, -40.3225018 -20.3158726, -40.3225721 -20.3159669, -40.3226129 -20.3160208, -40.3225198 -20.3160848, -40.3224332 -20.315968, -40.3224299 -20.3159635, -40.3224036 -20.3159682, -40.3223829 -20.3159727, -40.3223797 -20.3159686))",amenity,hospital
Hospital Universitário Cassiano Antônio de Moraes,"POLYGON ((-40.318638 -20.2997635, -40.3183539 -20.2996031, -40.3183568 -20.2995985, -40.3182934 -20.2995629, -40.3182916 -20.2995674, -40.3182895 -20.2995674, -40.3182305 -20.2996627, -40.3182227 -20.2996583, -40.3182052 -20.299681, -40.3181893 -20.2996721, -40.3181391 -20.2997537, -40.318152 -20.2997582, -40.3181632 -20.2997671, -40.3181599 -20.2997717, -40.3182251 -20.2998073, -40.3182304 -20.2997982, -40.3182325 -20.2997982, -40.3182786 -20.2997256, -40.3183177 -20.2997479, -40.3183325 -20.2997252, -40.3185748 -20.2998634, -40.318638 -20.2997635))",amenity,hospital
UNIMED Coração,"POLYGON ((-40.3023435 -20.3088473, -40.3022929 -20.3088838, -40.3022966 -20.3088883, -40.3022496 -20.3089248, -40.3022852 -20.3089651, -40.3022148 -20.3090199, -40.3021776 -20.308975, -40.3020072 -20.3091027, -40.3019812 -20.3090758, -40.3019733 -20.309094, -40.3019598 -20.3090941, -40.3019417 -20.3090716, -40.3019215 -20.3090853, -40.3019106 -20.3090718, -40.3019296 -20.3090581, -40.301909 -20.3090312, -40.3019117 -20.3090221, -40.3019347 -20.309022, -40.3019084 -20.3089905, -40.3019964 -20.3089221, -40.3019547 -20.3088773, -40.3020508 -20.3088043, -40.3020877 -20.3087769, -40.3021278 -20.308745, -40.3021401 -20.3087494, -40.3021955 -20.3087535, -40.302372 -20.3087793, -40.3023694 -20.3087974, -40.3023878 -20.3088153, -40.3023856 -20.3088379, -40.3023723 -20.3088516, -40.3023435 -20.3088473))",amenity,hospital
Hospital Infantil Nossa Senhora da Glória,"POLYGON ((-40.2980749 -20.3077361, -40.2980536 -20.3078402, -40.2980496 -20.3078628, -40.2980283 -20.3078584, -40.2979114 -20.3078367, -40.2977361 -20.3078064, -40.2977473 -20.3077521, -40.2977611 -20.3076797, -40.2978843 -20.3077014, -40.2980749 -20.3077361))",amenity,hospital
Gran Mater Centro Hospitalar,"POLYGON ((-40.30255 -20.3055372, -40.3024487 -20.3053938, -40.3024332 -20.3053718, -40.3024119 -20.305385, -40.302355 -20.3054203, -40.3025496 -20.3056958, -40.3026755 -20.305874, -40.3027535 -20.3058255, -40.3027375 -20.3058028, -40.3026607 -20.3056941, -40.3026328 -20.3056546, -40.3026101 -20.3056225, -40.3025845 -20.3055862, -40.3025658 -20.3055597, -40.3025499 -20.3055372, -40.30255 -20.3055372))",amenity,hospital
Hospital e Maternidade Santa Paula,"POLYGON ((-40.2699669 -20.2553297, -40.2700096 -20.2553274, -40.2702621 -20.2553153, -40.2702656 -20.2553152, -40.270252 -20.2551452, -40.2702814 -20.2551134, -40.2702314 -20.2550731, -40.2702048 -20.2551049, -40.2699518 -20.2551248, -40.2699669 -20.2553297))",amenity,hospital
Centro Capixaba de Oncologia,"POLYGON ((-40.2891141 -20.3159626, -40.2891062 -20.3159491, -40.2890396 -20.3158186, -40.2889495 -20.3158554, -40.288962 -20.3158824, -40.288956 -20.3158824, -40.2890322 -20.31604, -40.2890999 -20.3160124, -40.2891118 -20.3160078, -40.2890956 -20.3159717, -40.2891141 -20.3159626))",amenity,hospital
Hospital Santa Helena,"POLYGON ((-40.2957669 -20.3114838, -40.2958294 -20.3114472, -40.2958366 -20.3114516, -40.2958536 -20.3114741, -40.2959527 -20.3116224, -40.2959363 -20.3116316, -40.2959124 -20.3115956, -40.2958671 -20.311623, -40.2958289 -20.3115691, -40.2957669 -20.3114838))",amenity,hospital
Hospital Infantil Nossa Senhora da Glória,"POLYGON ((-40.2977473 -20.3077521, -40.2976559 -20.3077347, -40.2976275 -20.3078749, -40.2975957 -20.3078707, -40.2975503 -20.3080969, -40.2975029 -20.3080882, -40.2974834 -20.3081877, -40.297523 -20.3081964, -40.2975055 -20.3082824, -40.2974698 -20.3082781, -40.2974684 -20.3082827, -40.2972513 -20.3082391, -40.2972783 -20.3080989, -40.2973523 -20.3081119, -40.2973839 -20.3079535, -40.2974115 -20.3078178, -40.2974019 -20.3078134, -40.2974085 -20.3077817, -40.2973946 -20.3077682, -40.2973936 -20.3077547, -40.2973977 -20.3077411, -40.2974156 -20.3077274, -40.2974246 -20.3077003, -40.2974351 -20.3077002, -40.2974695 -20.3075238, -40.2977217 -20.3075806, -40.2977199 -20.3075897, -40.2977036 -20.3076711, -40.2977611 -20.3076797, -40.2977473 -20.3077521))",amenity,hospital
Hospital Veredas,"POLYGON ((-35.738478 -9.623938000000001, -35.7384377 -9.623891800000001, -35.7351174 -9.623093900000001, -35.7349641 -9.623449799999999, -35.7348621 -9.6237826, -35.734434 -9.6249985, -35.7379783 -9.6266041, -35.7381165 -9.625750999999999, -35.7384583 -9.624106599999999, -35.738478 -9.623938000000001))",amenity,hospital
Hospital Arthur Ramos,"POLYGON ((-35.7372949 -9.621325300000001, -35.7373814 -9.6211474, -35.737596 -9.6212678, -35.737647 -9.621271699999999, -35.7378589 -9.6209121, -35.7382625 -9.6210734, -35.7383081 -9.6208235, -35.7376167 -9.6204731, -35.7376933 -9.6202703, -35.7372583 -9.6200575, -35.7369268 -9.6198953, -35.7369082 -9.6199317, -35.7368688 -9.6200092, -35.7366692 -9.6199096, -35.7366275 -9.6199917, -35.736823 -9.6200913, -35.7365456 -9.620602699999999, -35.7366013 -9.620640699999999, -35.7364941 -9.6208183, -35.7372949 -9.621325300000001))",amenity,hospital
UNIMED,"POLYGON ((-35.7310004 -9.657867599999999, -35.7311131 -9.657564300000001, -35.731291 -9.6576453, -35.7313874 -9.657518, -35.7313941 -9.657521600000001, -35.7315024 -9.6575791, -35.7316236 -9.657349, -35.7319972 -9.6575322, -35.732075 -9.6575715, -35.7316846 -9.6583611, -35.7315356 -9.6582531, -35.7310004 -9.657867599999999))",amenity,hospital
Instituto Cândida Vargas,"POLYGON ((-34.8761511 -7.1274173, -34.8755932 -7.1277261, -34.8754538 -7.1275132, -34.8753787 -7.1275557, -34.8751533 -7.1265337, -34.8756243 -7.1264511, -34.8761511 -7.1274173))",amenity,hospital
Hospital Universitário Gafrée e Guinle,"POLYGON ((-43.2210449 -22.9156774, -43.2203583 -22.9163395, -43.2207552 -22.9167051, -43.2214526 -22.9160332, -43.2210449 -22.9156774))",amenity,hospital
Hospital São Vicente de Paulo,"POLYGON ((-43.2158142 -22.9147532, -43.2154782 -22.9148141, -43.215328 -22.9149525, -43.214577 -22.915081, -43.2139547 -22.9152292, -43.2136758 -22.9159407, -43.2129355 -22.9164743, -43.2149861 -22.9172353, -43.2150813 -22.9170673, -43.2157786 -22.9166423, -43.21624 -22.9166028, -43.2163902 -22.9161976, -43.2163151 -22.9157035, -43.2158142 -22.9147532))",amenity,hospital
Hospital Central da Aeronáutica,"POLYGON ((-43.2120721 -22.9203246, -43.2119111 -22.9204827, -43.2116215 -22.9203147, -43.2114069 -22.9202554, -43.2114498 -22.9199886, -43.2120721 -22.9203246))",amenity,hospital
Hospital Central da Polícia Militar do Rio de Janeiro,"POLYGON ((-43.2042864 -22.9137933, -43.2032085 -22.9130653, -43.2031965 -22.9128278, -43.2031899 -22.912423, -43.2035955 -22.9123421, -43.2036749 -22.9123047, -43.2038234 -22.9123181, -43.2040221 -22.9123791, -43.2040774 -22.912409, -43.2041447 -22.9124747, -43.2041874 -22.9125471, -43.2042335 -22.912581, -43.2041737 -22.9126684, -43.2042271 -22.9128999, -43.2042823 -22.9129429, -43.204502 -22.9130481, -43.2043389 -22.9133424, -43.2044049 -22.9133743, -43.2042864 -22.9137933))",amenity,hospital
Salgado Filho,"POLYGON ((-43.2785449 -22.9009433, -43.2782232 -22.9012115, -43.2774477 -22.9004224, -43.277847 -22.90012, -43.2785449 -22.9009433))",amenity,hospital
Maternidade Carmela Dutra,"POLYGON ((-43.2909888 -22.9108835, -43.2903987 -22.9114172, -43.2906884 -22.9116445, -43.2910639 -22.911427, -43.2913 -22.9111207, -43.2909888 -22.9108835))",amenity,hospital
Hospital Naval Marcílio Dias,"POLYGON ((-43.2838395 -22.9129408, -43.2836574 -22.9129256, -43.2836107 -22.9129136, -43.2836201 -22.9128501, -43.2826934 -22.9127244, -43.2826397 -22.912779, -43.2823246 -22.914437, -43.2823447 -22.9158874, -43.2830925 -22.9158622, -43.2833639 -22.9157157, -43.2837274 -22.9157125, -43.2839205 -22.9152372, -43.2840082 -22.9151636, -43.2841127 -22.9150644, -43.2842965 -22.9150541, -43.2843573 -22.9150784, -43.2844481 -22.9150663, -43.2845193 -22.9149165, -43.2845904 -22.914661, -43.2846307 -22.9142752, -43.2846146 -22.9130881, -43.2845985 -22.9129991, -43.2844846 -22.9129435, -43.2838556 -22.9128694, -43.2838395 -22.9129408))",amenity,hospital
Hospital da Criança João Vargas de Oliveira,"POLYGON ((-50.165553 -25.1042923, -50.1654136 -25.1043914, -50.1652712 -25.104227, -50.1650899 -25.1043558, -50.1652174 -25.104503, -50.1651167 -25.1045746, -50.1648035 -25.104213, -50.1649488 -25.1041097, -50.1650456 -25.1042214, -50.1651704 -25.1041327, -50.1650795 -25.1040277, -50.1652307 -25.1039203, -50.165553 -25.1042923))",amenity,hospital
Hospital Português,"POLYGON ((-38.5254896 -13.0026419, -38.5253664 -13.0030762, -38.5250888 -13.0033036, -38.5249306 -13.0033206, -38.5248648 -13.0033598, -38.5248085 -13.0035205, -38.5246154 -13.0034878, -38.524496 -13.0034839, -38.5243271 -13.0034878, -38.5242573 -13.0034891, -38.5242529 -13.0033734, -38.5242525 -13.0023535, -38.5254896 -13.0026419))",amenity,hospital
Hospital Psiquiátrico Nossa Senhora da Luz,"POLYGON ((-49.2621122 -25.4507496, -49.2618557 -25.4512906, -49.261018 -25.4530289, -49.2603736 -25.454364, -49.2598091 -25.4545406, -49.2592016 -25.4541731, -49.2589185 -25.4537863, -49.2587724 -25.4534675, -49.2585986 -25.4529095, -49.2598023 -25.4504654, -49.2600608 -25.4499628, -49.2621122 -25.4507496))",amenity,hospital
Hospital Nova Clinica,"POLYGON ((-49.1964678 -25.5396645, -49.1965838 -25.5396129, -49.1968403 -25.5400825, -49.1964584 -25.5402523, -49.1964881 -25.5403066, -49.1964081 -25.5403422, -49.1961049 -25.5397868, -49.1963765 -25.5396661, -49.1964519 -25.5398042, -49.1963106 -25.539867, -49.1963575 -25.5399528, -49.1965297 -25.5398762, -49.1964722 -25.5397708, -49.1965154 -25.5397516, -49.1964678 -25.5396645))",amenity,hospital
Hospital Municipal Doutor José Soares Hungria,"POLYGON ((-46.728305 -23.4836575, -46.7274997 -23.483653, -46.7272312 -23.4837022, -46.7266407 -23.484029, -46.7265555 -23.4840617, -46.7265921 -23.4843097, -46.7265242 -23.4847286, -46.7268011 -23.4855598, -46.7269948 -23.4856336, -46.7273142 -23.4855913, -46.7281 -23.4853048, -46.728222 -23.48526, -46.728423 -23.4847099, -46.728525 -23.4843487, -46.728533 -23.4841965, -46.728527 -23.4840865, -46.728437 -23.4838188, -46.728305 -23.4836575))",amenity,hospital
Centro de Atenção Integrada à Saúde Mental Philippe Pinel,"POLYGON ((-46.7240982 -23.4855749, -46.7244274 -23.4857848, -46.7249815 -23.4861641, -46.7251542 -23.4862967, -46.7248691 -23.4872505, -46.7246161 -23.4875856, -46.724319 -23.4878471, -46.7240901 -23.4880054, -46.7239841 -23.4879331, -46.7236526 -23.4878369, -46.7230975 -23.4877304, -46.7229417 -23.4871989, -46.7228976 -23.4867644, -46.7228936 -23.4864845, -46.7231626 -23.4864329, -46.7231907 -23.4859836, -46.7237288 -23.4858584, -46.7240982 -23.4855749))",amenity,hospital
Hospital de Urgências de Sergipe,"POLYGON ((-37.0904857 -10.9128667, -37.0902724 -10.9129242, -37.0901777 -10.91295, -37.0900501 -10.9130052, -37.0898764 -10.9131211, -37.0897507 -10.9132429, -37.0893859 -10.9138539, -37.0891017 -10.9144008, -37.0895762 -10.9148115, -37.0908328 -10.9159096, -37.0917819 -10.9148444, -37.0917147 -10.9147735, -37.0917867 -10.9145866, -37.0916291 -10.9144795, -37.0914453 -10.9143499, -37.0913806 -10.9143101, -37.0914253 -10.9142325, -37.0913725 -10.9140168, -37.0912684 -10.9137866, -37.0911517 -10.9135675, -37.0914459 -10.9131164, -37.0909928 -10.9129562, -37.0909391 -10.9129386, -37.0907482 -10.9128761, -37.090614 -10.9128655, -37.0904857 -10.9128667))",amenity,hospital
Maternidade Marly Sarney,"POLYGON ((-44.2173978 -2.5424593, -44.217204 -2.5428975, -44.2166852 -2.5427576, -44.2171053 -2.5411217, -44.2181953 -2.5414372, -44.2182589 -2.5414779, -44.217928 -2.5420467, -44.2176852 -2.5425872, -44.2173978 -2.5424593))",amenity,hospital
PAM Cohab,"POLYGON ((-44.2156516 -2.5415204, -44.2154478 -2.5414561, -44.2153726 -2.5417776, -44.2155765 -2.5418312, -44.2156516 -2.5415204))",amenity,hospital
